d,orphaned,mu,estranged
0.4,0.09090909090909091,0.08,0.0
0.4,0.09090909090909091,0.08,0.14285714285714285
0.4,0.09090909090909091,0.1,0.23076923076923078
0.4,0.09090909090909091,0.1,0.5
0.4,0.09090909090909091,0.1,0.0
0.4,0.09090909090909091,0.1,0.18181818181818182
0.4,0.09090909090909091,0.1,0.0
0.4,0.09090909090909091,0.12,0.0
0.4,0.09090909090909091,0.12,0.3333333333333333
0.4,0.09090909090909091,0.12,0.16666666666666666
0.4,0.09090909090909091,0.12,0.07142857142857142
0.4,0.09090909090909091,0.12,0.2
0.4,0.09090909090909091,0.14,0.18181818181818182
0.4,0.09090909090909091,0.14,0.06666666666666667
0.4,0.09090909090909091,0.14,0.14285714285714285
0.4,0.09090909090909091,0.14,0.09090909090909091
0.4,0.09090909090909091,0.14,0.0
0.4,0.09090909090909091,0.16,0.14285714285714285
0.4,0.09090909090909091,0.16,0.0625
0.4,0.09090909090909091,0.16,0.1875
0.4,0.09090909090909091,0.16,0.125
0.4,0.09090909090909091,0.16,0.125
0.4,0.09090909090909091,0.18,0.125
0.4,0.09090909090909091,0.18,0.11764705882352941
0.4,0.09090909090909091,0.18,0.16666666666666666
0.4,0.09090909090909091,0.18,0.11764705882352941
0.4,0.09090909090909091,0.18,0.375
0.4,0.09090909090909091,0.2,0.16666666666666666
0.4,0.09090909090909091,0.2,0.16666666666666666
0.4,0.09090909090909091,0.2,0.16666666666666666
0.4,0.09090909090909091,0.2,0.16666666666666666
0.4,0.09090909090909091,0.2,0.16666666666666666
0.4,0.0,0.02,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.14,0.0
0.4,0.0,0.14,0.0
0.4,0.0,0.14,0.0
0.4,0.0,0.14,0.0
0.4,0.0,0.14,0.0
0.4,0.0,0.16,0.0
0.4,0.0,0.16,0.0
0.4,0.0,0.16,0.0
0.4,0.0,0.16,0.0
0.4,0.0,0.16,0.0
0.4,0.0,0.18,0.0
0.4,0.0,0.18,0.0
0.4,0.0,0.18,0.0
0.4,0.0,0.18,0.0
0.4,0.0,0.18,0.0
0.4,0.0,0.2,0.0
0.4,0.0,0.2,0.0
0.4,0.0,0.2,0.0
0.4,0.0,0.2,0.0
0.4,0.0,0.2,0.0
0.4,0.05128205128205128,0.04,0.0
0.4,0.05128205128205128,0.04,0.0
0.4,0.05128205128205128,0.04,0.0
0.4,0.05128205128205128,0.06,0.0
0.4,0.05128205128205128,0.06,0.0
0.4,0.05128205128205128,0.06,0.0
0.4,0.05128205128205128,0.06,0.0
0.4,0.05128205128205128,0.06,0.1111111111111111
0.4,0.05128205128205128,0.08,0.0
0.4,0.05128205128205128,0.08,0.0
0.4,0.05128205128205128,0.08,0.3333333333333333
0.4,0.05128205128205128,0.08,0.25
0.4,0.05128205128205128,0.08,0.3333333333333333
0.4,0.05128205128205128,0.1,0.0
0.4,0.05128205128205128,0.1,0.09090909090909091
0.4,0.05128205128205128,0.1,0.16666666666666666
0.4,0.05128205128205128,0.1,0.0
0.4,0.05128205128205128,0.1,0.0
0.4,0.05128205128205128,0.12,0.0
0.4,0.05128205128205128,0.12,0.08333333333333333
0.4,0.05128205128205128,0.12,0.1
0.4,0.05128205128205128,0.12,0.14285714285714285
0.4,0.05128205128205128,0.12,0.14285714285714285
0.4,0.05128205128205128,0.14,0.16666666666666666
0.4,0.05128205128205128,0.14,0.1
0.4,0.05128205128205128,0.14,0.1111111111111111
0.4,0.05128205128205128,0.14,0.16666666666666666
0.4,0.05128205128205128,0.14,0.0
0.4,0.05128205128205128,0.16,0.125
0.4,0.05128205128205128,0.16,0.11764705882352941
0.4,0.05128205128205128,0.16,0.05
0.4,0.05128205128205128,0.16,0.058823529411764705
0.4,0.05128205128205128,0.16,0.08333333333333333
0.4,0.05128205128205128,0.18,0.10526315789473684
0.4,0.05128205128205128,0.18,0.1
0.4,0.05128205128205128,0.18,0.125
0.4,0.05128205128205128,0.18,0.1
0.4,0.05128205128205128,0.18,0.1111111111111111
0.4,0.05128205128205128,0.2,0.09523809523809523
0.4,0.05128205128205128,0.2,0.09523809523809523
0.4,0.05128205128205128,0.2,0.09523809523809523
0.4,0.05128205128205128,0.2,0.09523809523809523
0.4,0.05128205128205128,0.2,0.09523809523809523
0.4,0.0,0.04,0.0
0.4,0.0,0.04,0.0
0.4,0.0,0.04,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.25
0.4,0.0,0.12,0.0
0.4,0.0,0.14,0.4
0.4,0.0,0.14,0.125
0.4,0.0,0.14,0.13333333333333333
0.4,0.0,0.14,0.0
0.4,0.0,0.14,0.2857142857142857
0.4,0.0,0.16,0.1111111111111111
0.4,0.0,0.16,0.13333333333333333
0.4,0.0,0.16,0.11764705882352941
0.4,0.0,0.16,0.0
0.4,0.0,0.16,0.13333333333333333
0.4,0.0,0.18,0.0
0.4,0.0,0.18,0.0
0.4,0.0,0.18,0.10526315789473684
0.4,0.0,0.18,0.1
0.4,0.0,0.18,0.11764705882352941
0.4,0.0,0.2,0.1
0.4,0.0,0.2,0.1
0.4,0.0,0.2,0.1
0.4,0.0,0.2,0.1
0.4,0.0,0.2,0.1
0.4,0.021505376344086023,0.02,0.0
0.4,0.021505376344086023,0.02,0.0
0.4,0.021505376344086023,0.02,0.0
0.4,0.021505376344086023,0.02,0.0
0.4,0.021505376344086023,0.04,0.0
0.4,0.021505376344086023,0.04,0.0
0.4,0.021505376344086023,0.04,0.0
0.4,0.021505376344086023,0.04,0.0
0.4,0.021505376344086023,0.06,0.1
0.4,0.021505376344086023,0.06,0.0
0.4,0.021505376344086023,0.06,0.25
0.4,0.021505376344086023,0.06,0.0
0.4,0.021505376344086023,0.06,0.0
0.4,0.021505376344086023,0.08,0.0
0.4,0.021505376344086023,0.08,0.25
0.4,0.021505376344086023,0.08,0.0
0.4,0.021505376344086023,0.08,0.0
0.4,0.021505376344086023,0.08,0.125
0.4,0.021505376344086023,0.1,0.09090909090909091
0.4,0.021505376344086023,0.1,0.09090909090909091
0.4,0.021505376344086023,0.1,0.0
0.4,0.021505376344086023,0.1,0.14285714285714285
0.4,0.021505376344086023,0.1,0.05263157894736842
0.4,0.021505376344086023,0.12,0.14285714285714285
0.4,0.021505376344086023,0.12,0.1
0.4,0.021505376344086023,0.12,0.14285714285714285
0.4,0.021505376344086023,0.12,0.18181818181818182
0.4,0.021505376344086023,0.12,0.0
0.4,0.021505376344086023,0.14,0.05263157894736842
0.4,0.021505376344086023,0.14,0.1111111111111111
0.4,0.021505376344086023,0.14,0.05555555555555555
0.4,0.021505376344086023,0.14,0.0
0.4,0.021505376344086023,0.14,0.09523809523809523
0.4,0.021505376344086023,0.16,0.05
0.4,0.021505376344086023,0.16,0.2
0.4,0.021505376344086023,0.16,0.09523809523809523
0.4,0.021505376344086023,0.16,0.17391304347826086
0.4,0.021505376344086023,0.16,0.125
0.4,0.021505376344086023,0.18,0.19047619047619047
0.4,0.021505376344086023,0.18,0.08695652173913043
0.4,0.021505376344086023,0.18,0.18181818181818182
0.4,0.021505376344086023,0.18,0.125
0.4,0.021505376344086023,0.18,0.125
0.4,0.021505376344086023,0.2,0.16
0.4,0.021505376344086023,0.2,0.16
0.4,0.021505376344086023,0.2,0.16
0.4,0.021505376344086023,0.2,0.16
0.4,0.021505376344086023,0.2,0.16
0.4,0.09523809523809523,0.04,0.0
0.4,0.09523809523809523,0.04,0.0
0.4,0.09523809523809523,0.04,0.0
0.4,0.09523809523809523,0.06,0.0
0.4,0.09523809523809523,0.06,0.0
0.4,0.09523809523809523,0.06,0.0
0.4,0.09523809523809523,0.08,0.0
0.4,0.09523809523809523,0.08,0.0
0.4,0.09523809523809523,0.08,0.25
0.4,0.09523809523809523,0.08,0.3333333333333333
0.4,0.09523809523809523,0.08,0.0
0.4,0.09523809523809523,0.1,0.3333333333333333
0.4,0.09523809523809523,0.1,0.14285714285714285
0.4,0.09523809523809523,0.1,0.3333333333333333
0.4,0.09523809523809523,0.1,0.2
0.4,0.09523809523809523,0.1,0.14285714285714285
0.4,0.09523809523809523,0.12,0.0
0.4,0.09523809523809523,0.12,0.1111111111111111
0.4,0.09523809523809523,0.12,0.0
0.4,0.09523809523809523,0.12,0.2
0.4,0.09523809523809523,0.12,0.16666666666666666
0.4,0.09523809523809523,0.14,0.6
0.4,0.09523809523809523,0.14,0.14285714285714285
0.4,0.09523809523809523,0.14,0.0
0.4,0.09523809523809523,0.14,0.125
0.4,0.09523809523809523,0.14,0.09090909090909091
0.4,0.09523809523809523,0.16,0.0
0.4,0.09523809523809523,0.16,0.375
0.4,0.09523809523809523,0.16,0.375
0.4,0.09523809523809523,0.16,0.1111111111111111
0.4,0.09523809523809523,0.16,0.3333333333333333
0.4,0.09523809523809523,0.18,0.2
0.4,0.09523809523809523,0.18,0.36363636363636365
0.4,0.09523809523809523,0.18,0.3
0.4,0.09523809523809523,0.18,0.36363636363636365
0.4,0.09523809523809523,0.18,0.42857142857142855
0.4,0.09523809523809523,0.2,0.36363636363636365
0.4,0.09523809523809523,0.2,0.36363636363636365
0.4,0.09523809523809523,0.2,0.36363636363636365
0.4,0.09523809523809523,0.2,0.36363636363636365
0.4,0.09523809523809523,0.2,0.36363636363636365
0.4,0.125,0.02,0.0
0.4,0.125,0.04,0.0
0.4,0.125,0.04,0.0
0.4,0.125,0.04,0.0
0.4,0.125,0.06,0.0
0.4,0.125,0.06,1.0
0.4,0.125,0.06,0.5
0.4,0.125,0.06,0.0
0.4,0.125,0.08,0.3333333333333333
0.4,0.125,0.08,0.0
0.4,0.125,0.08,0.0
0.4,0.125,0.08,0.0
0.4,0.125,0.08,0.6666666666666666
0.4,0.125,0.1,0.2857142857142857
0.4,0.125,0.1,0.16666666666666666
0.4,0.125,0.1,0.5
0.4,0.125,0.1,0.5
0.4,0.125,0.12,0.0
0.4,0.125,0.12,0.5
0.4,0.125,0.12,0.0
0.4,0.125,0.12,0.16666666666666666
0.4,0.125,0.12,0.2
0.4,0.125,0.14,0.3333333333333333
0.4,0.125,0.14,0.0
0.4,0.125,0.14,0.16666666666666666
0.4,0.125,0.14,0.0
0.4,0.125,0.14,0.4
0.4,0.125,0.16,0.3
0.4,0.125,0.16,0.25
0.4,0.125,0.16,0.3
0.4,0.125,0.16,0.3333333333333333
0.4,0.125,0.16,0.25
0.4,0.125,0.18,0.18181818181818182
0.4,0.125,0.18,0.3333333333333333
0.4,0.125,0.18,0.2222222222222222
0.4,0.125,0.18,0.2
0.4,0.125,0.18,0.2222222222222222
0.4,0.125,0.2,0.2727272727272727
0.4,0.125,0.2,0.2727272727272727
0.4,0.125,0.2,0.2727272727272727
0.4,0.125,0.2,0.2727272727272727
0.4,0.125,0.2,0.2727272727272727
0.4,0.07142857142857142,0.02,0.0
0.4,0.07142857142857142,0.04,0.0
0.4,0.07142857142857142,0.04,0.0
0.4,0.07142857142857142,0.06,0.0
0.4,0.07142857142857142,0.06,0.0
0.4,0.07142857142857142,0.08,0.25
0.4,0.07142857142857142,0.08,0.0
0.4,0.07142857142857142,0.1,0.0
0.4,0.07142857142857142,0.1,0.0
0.4,0.07142857142857142,0.1,0.0
0.4,0.07142857142857142,0.1,0.16666666666666666
0.4,0.07142857142857142,0.1,0.0
0.4,0.07142857142857142,0.12,0.0
0.4,0.07142857142857142,0.12,0.0
0.4,0.07142857142857142,0.12,0.0
0.4,0.07142857142857142,0.14,0.14285714285714285
0.4,0.07142857142857142,0.14,0.0
0.4,0.07142857142857142,0.14,0.0
0.4,0.07142857142857142,0.14,0.0
0.4,0.07142857142857142,0.14,0.2
0.4,0.07142857142857142,0.16,0.14285714285714285
0.4,0.07142857142857142,0.16,0.1111111111111111
0.4,0.07142857142857142,0.16,0.2
0.4,0.07142857142857142,0.16,0.0
0.4,0.07142857142857142,0.16,0.0
0.4,0.07142857142857142,0.18,0.1111111111111111
0.4,0.07142857142857142,0.18,0.125
0.4,0.07142857142857142,0.18,0.16666666666666666
0.4,0.07142857142857142,0.18,0.1111111111111111
0.4,0.07142857142857142,0.18,0.2
0.4,0.07142857142857142,0.2,0.1111111111111111
0.4,0.07142857142857142,0.2,0.1111111111111111
0.4,0.07142857142857142,0.2,0.1111111111111111
0.4,0.07142857142857142,0.2,0.1111111111111111
0.4,0.07142857142857142,0.2,0.1111111111111111
0.4,0.09090909090909091,0.02,0.0
0.4,0.09090909090909091,0.04,0.0
0.4,0.09090909090909091,0.06,0.0
0.4,0.09090909090909091,0.06,0.0
0.4,0.09090909090909091,0.06,0.0
0.4,0.09090909090909091,0.06,0.0
0.4,0.09090909090909091,0.08,0.0
0.4,0.09090909090909091,0.08,1.0
0.4,0.09090909090909091,0.08,0.0
0.4,0.09090909090909091,0.08,0.0
0.4,0.09090909090909091,0.1,0.5
0.4,0.09090909090909091,0.1,0.0
0.4,0.09090909090909091,0.1,0.5
0.4,0.09090909090909091,0.1,0.5
0.4,0.09090909090909091,0.12,0.0
0.4,0.09090909090909091,0.12,0.0
0.4,0.09090909090909091,0.12,0.0
0.4,0.09090909090909091,0.12,0.0
0.4,0.09090909090909091,0.12,0.0
0.4,0.09090909090909091,0.14,0.14285714285714285
0.4,0.09090909090909091,0.14,0.25
0.4,0.09090909090909091,0.14,0.0
0.4,0.09090909090909091,0.14,0.25
0.4,0.09090909090909091,0.14,0.0
0.4,0.09090909090909091,0.16,0.0
0.4,0.09090909090909091,0.16,0.125
0.4,0.09090909090909091,0.16,0.0
0.4,0.09090909090909091,0.16,0.14285714285714285
0.4,0.09090909090909091,0.16,0.16666666666666666
0.4,0.09090909090909091,0.18,0.125
0.4,0.09090909090909091,0.18,0.2
0.4,0.09090909090909091,0.18,0.14285714285714285
0.4,0.09090909090909091,0.18,0.125
0.4,0.09090909090909091,0.18,0.125
0.4,0.09090909090909091,0.2,0.125
0.4,0.09090909090909091,0.2,0.125
0.4,0.09090909090909091,0.2,0.125
0.4,0.09090909090909091,0.2,0.125
0.4,0.09090909090909091,0.2,0.125
0.4,0.11764705882352941,0.02,0.0
0.4,0.11764705882352941,0.04,0.0
0.4,0.11764705882352941,0.04,0.0
0.4,0.11764705882352941,0.06,0.0
0.4,0.11764705882352941,0.06,0.0
0.4,0.11764705882352941,0.08,0.3333333333333333
0.4,0.11764705882352941,0.08,0.0
0.4,0.11764705882352941,0.08,0.0
0.4,0.11764705882352941,0.1,0.0
0.4,0.11764705882352941,0.1,0.25
0.4,0.11764705882352941,0.1,0.0
0.4,0.11764705882352941,0.1,0.0
0.4,0.11764705882352941,0.1,0.2
0.4,0.11764705882352941,0.12,0.25
0.4,0.11764705882352941,0.12,0.0
0.4,0.11764705882352941,0.12,0.0
0.4,0.11764705882352941,0.12,0.0
0.4,0.11764705882352941,0.12,0.16666666666666666
0.4,0.11764705882352941,0.14,0.0
0.4,0.11764705882352941,0.14,0.25
0.4,0.11764705882352941,0.14,0.16666666666666666
0.4,0.11764705882352941,0.14,0.2857142857142857
0.4,0.11764705882352941,0.14,0.2857142857142857
0.4,0.11764705882352941,0.16,0.14285714285714285
0.4,0.11764705882352941,0.16,0.2
0.4,0.11764705882352941,0.16,0.0
0.4,0.11764705882352941,0.16,0.1111111111111111
0.4,0.11764705882352941,0.16,0.25
0.4,0.11764705882352941,0.18,0.2
0.4,0.11764705882352941,0.18,0.16666666666666666
0.4,0.11764705882352941,0.18,0.1
0.4,0.11764705882352941,0.18,0.18181818181818182
0.4,0.11764705882352941,0.18,0.2857142857142857
0.4,0.11764705882352941,0.2,0.15384615384615385
0.4,0.11764705882352941,0.2,0.15384615384615385
0.4,0.11764705882352941,0.2,0.15384615384615385
0.4,0.11764705882352941,0.2,0.15384615384615385
0.4,0.11764705882352941,0.2,0.15384615384615385
0.4,0.09090909090909091,0.06,0.0
0.4,0.09090909090909091,0.06,0.0
0.4,0.09090909090909091,0.06,0.0
0.4,0.09090909090909091,0.06,0.0
0.4,0.09090909090909091,0.06,0.0
0.4,0.09090909090909091,0.08,0.0
0.4,0.09090909090909091,0.08,0.0
0.4,0.09090909090909091,0.08,0.25
0.4,0.09090909090909091,0.08,0.0
0.4,0.09090909090909091,0.08,0.0
0.4,0.09090909090909091,0.1,0.0
0.4,0.09090909090909091,0.1,0.25
0.4,0.09090909090909091,0.1,0.0
0.4,0.09090909090909091,0.1,0.0
0.4,0.09090909090909091,0.1,0.1111111111111111
0.4,0.09090909090909091,0.12,0.0
0.4,0.09090909090909091,0.12,0.1111111111111111
0.4,0.09090909090909091,0.12,0.2857142857142857
0.4,0.09090909090909091,0.12,0.16666666666666666
0.4,0.09090909090909091,0.12,0.25
0.4,0.09090909090909091,0.14,0.09090909090909091
0.4,0.09090909090909091,0.14,0.4
0.4,0.09090909090909091,0.14,0.18181818181818182
0.4,0.09090909090909091,0.14,0.08333333333333333
0.4,0.09090909090909091,0.14,0.0
0.4,0.09090909090909091,0.16,0.2
0.4,0.09090909090909091,0.16,0.15384615384615385
0.4,0.09090909090909091,0.16,0.07692307692307693
0.4,0.09090909090909091,0.16,0.15384615384615385
0.4,0.09090909090909091,0.16,0.1
0.4,0.09090909090909091,0.18,0.07142857142857142
0.4,0.09090909090909091,0.18,0.08333333333333333
0.4,0.09090909090909091,0.18,0.08333333333333333
0.4,0.09090909090909091,0.18,0.125
0.4,0.09090909090909091,0.18,0.07142857142857142
0.4,0.09090909090909091,0.2,0.125
0.4,0.09090909090909091,0.2,0.125
0.4,0.09090909090909091,0.2,0.125
0.4,0.09090909090909091,0.2,0.125
0.4,0.09090909090909091,0.2,0.125
0.4,0.0,0.04,0.0
0.4,0.0,0.04,0.0
0.4,0.0,0.04,0.0
0.4,0.0,0.04,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.3333333333333333
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.2
0.4,0.0,0.08,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.25
0.4,0.0,0.1,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.16666666666666666
0.4,0.0,0.12,0.0
0.4,0.0,0.14,0.0
0.4,0.0,0.14,0.1
0.4,0.0,0.14,0.2
0.4,0.0,0.14,0.14285714285714285
0.4,0.0,0.14,0.125
0.4,0.0,0.16,0.0
0.4,0.0,0.16,0.0
0.4,0.0,0.16,0.5
0.4,0.0,0.16,0.1111111111111111
0.4,0.0,0.16,0.16666666666666666
0.4,0.0,0.18,0.125
0.4,0.0,0.18,0.0
0.4,0.0,0.18,0.1
0.4,0.0,0.18,0.09090909090909091
0.4,0.0,0.18,0.2
0.4,0.0,0.2,0.09090909090909091
0.4,0.0,0.2,0.09090909090909091
0.4,0.0,0.2,0.09090909090909091
0.4,0.0,0.2,0.09090909090909091
0.4,0.0,0.2,0.09090909090909091
0.4,0.023255813953488372,0.02,0.0
0.4,0.023255813953488372,0.02,0.0
0.4,0.023255813953488372,0.02,0.0
0.4,0.023255813953488372,0.04,0.0
0.4,0.023255813953488372,0.04,0.0
0.4,0.023255813953488372,0.04,0.0
0.4,0.023255813953488372,0.06,0.0
0.4,0.023255813953488372,0.06,0.0
0.4,0.023255813953488372,0.06,0.0
0.4,0.023255813953488372,0.06,0.0
0.4,0.023255813953488372,0.06,0.0
0.4,0.023255813953488372,0.08,0.2
0.4,0.023255813953488372,0.08,0.0
0.4,0.023255813953488372,0.08,0.0
0.4,0.023255813953488372,0.08,0.0
0.4,0.023255813953488372,0.08,0.1111111111111111
0.4,0.023255813953488372,0.1,0.0
0.4,0.023255813953488372,0.1,0.25
0.4,0.023255813953488372,0.1,0.0
0.4,0.023255813953488372,0.1,0.0
0.4,0.023255813953488372,0.1,0.0
0.4,0.023255813953488372,0.12,0.0
0.4,0.023255813953488372,0.12,0.14285714285714285
0.4,0.023255813953488372,0.12,0.1111111111111111
0.4,0.023255813953488372,0.12,0.07142857142857142
0.4,0.023255813953488372,0.12,0.058823529411764705
0.4,0.023255813953488372,0.14,0.0
0.4,0.023255813953488372,0.14,0.0
0.4,0.023255813953488372,0.14,0.0
0.4,0.023255813953488372,0.14,0.0
0.4,0.023255813953488372,0.14,0.06666666666666667
0.4,0.023255813953488372,0.16,0.047619047619047616
0.4,0.023255813953488372,0.16,0.0
0.4,0.023255813953488372,0.16,0.07142857142857142
0.4,0.023255813953488372,0.16,0.0
0.4,0.023255813953488372,0.16,0.05
0.4,0.023255813953488372,0.18,0.043478260869565216
0.4,0.023255813953488372,0.18,0.045454545454545456
0.4,0.023255813953488372,0.18,0.05
0.4,0.023255813953488372,0.18,0.045454545454545456
0.4,0.023255813953488372,0.18,0.05
0.4,0.023255813953488372,0.2,0.041666666666666664
0.4,0.023255813953488372,0.2,0.041666666666666664
0.4,0.023255813953488372,0.2,0.041666666666666664
0.4,0.023255813953488372,0.2,0.041666666666666664
0.4,0.023255813953488372,0.2,0.041666666666666664
0.4,0.0,0.02,0.0
0.4,0.0,0.04,0.0
0.4,0.0,0.04,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.08,0.2
0.4,0.0,0.08,0.16666666666666666
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.17647058823529413
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.11764705882352941
0.4,0.0,0.1,0.2
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.07692307692307693
0.4,0.0,0.12,0.0625
0.4,0.0,0.14,0.05555555555555555
0.4,0.0,0.14,0.0
0.4,0.0,0.14,0.0
0.4,0.0,0.14,0.15789473684210525
0.4,0.0,0.14,0.1
0.4,0.0,0.16,0.18181818181818182
0.4,0.0,0.16,0.08695652173913043
0.4,0.0,0.16,0.16666666666666666
0.4,0.0,0.16,0.0
0.4,0.0,0.16,0.12
0.4,0.0,0.18,0.09090909090909091
0.4,0.0,0.18,0.09523809523809523
0.4,0.0,0.18,0.15384615384615385
0.4,0.0,0.18,0.16
0.4,0.0,0.18,0.14814814814814814
0.4,0.0,0.2,0.14285714285714285
0.4,0.0,0.2,0.14285714285714285
0.4,0.0,0.2,0.14285714285714285
0.4,0.0,0.2,0.14285714285714285
0.4,0.0,0.2,0.14285714285714285
0.4,0.0,0.02,0.0
0.4,0.0,0.04,0.0
0.4,0.0,0.04,0.0
0.4,0.0,0.04,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.06,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.08,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.1,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.12,0.0
0.4,0.0,0.14,0.0
0.4,0.0,0.14,0.0
0.4,0.0,0.14,0.0
0.4,0.0,0.14,0.0
0.4,0.0,0.14,0.0
0.4,0.0,0.16,0.0
0.4,0.0,0.16,0.0
0.4,0.0,0.16,0.0
0.4,0.0,0.16,0.0
0.4,0.0,0.16,0.0
0.4,0.0,0.18,0.0
0.4,0.0,0.18,0.0
0.4,0.0,0.18,0.0
0.4,0.0,0.18,0.0
0.4,0.0,0.18,0.0
0.4,0.0,0.2,0.0
0.4,0.0,0.2,0.0
0.4,0.0,0.2,0.0
0.4,0.0,0.2,0.0
0.4,0.0,0.2,0.0
0.4,0.23529411764705882,0.04,0.0
0.4,0.23529411764705882,0.04,0.0
0.4,0.23529411764705882,0.04,1.0
0.4,0.23529411764705882,0.06,0.2
0.4,0.23529411764705882,0.06,0.0
0.4,0.23529411764705882,0.06,0.5
0.4,0.23529411764705882,0.08,1.0
0.4,0.23529411764705882,0.08,1.0
0.4,0.23529411764705882,0.08,0.5
0.4,0.23529411764705882,0.08,0.16666666666666666
0.4,0.23529411764705882,0.08,0.5
0.4,0.23529411764705882,0.1,0.0
0.4,0.23529411764705882,0.1,0.0
0.4,0.23529411764705882,0.1,0.16666666666666666
0.4,0.23529411764705882,0.1,0.2222222222222222
0.4,0.23529411764705882,0.1,0.0
0.4,0.23529411764705882,0.12,0.5
0.4,0.23529411764705882,0.12,0.2
0.4,0.23529411764705882,0.12,0.1111111111111111
0.4,0.23529411764705882,0.12,0.0
0.4,0.23529411764705882,0.12,0.4
0.4,0.23529411764705882,0.14,0.25
0.4,0.23529411764705882,0.14,0.3333333333333333
0.4,0.23529411764705882,0.14,0.375
0.4,0.23529411764705882,0.14,0.4
0.4,0.23529411764705882,0.14,0.125
0.4,0.23529411764705882,0.16,0.2
0.4,0.23529411764705882,0.16,0.2857142857142857
0.4,0.23529411764705882,0.16,0.14285714285714285
0.4,0.23529411764705882,0.16,0.2857142857142857
0.4,0.23529411764705882,0.16,0.2222222222222222
0.4,0.23529411764705882,0.18,0.2727272727272727
0.4,0.23529411764705882,0.18,0.2222222222222222
0.4,0.23529411764705882,0.18,0.2222222222222222
0.4,0.23529411764705882,0.18,0.375
0.4,0.23529411764705882,0.18,0.3333333333333333
0.4,0.23529411764705882,0.2,0.2727272727272727
0.4,0.23529411764705882,0.2,0.2727272727272727
0.4,0.23529411764705882,0.2,0.2727272727272727
0.4,0.23529411764705882,0.2,0.2727272727272727
0.4,0.23529411764705882,0.2,0.2727272727272727
0.4,0.03508771929824561,0.02,0.0
0.4,0.03508771929824561,0.02,0.0
0.4,0.03508771929824561,0.02,0.0
0.4,0.03508771929824561,0.04,0.0
0.4,0.03508771929824561,0.04,0.0
0.4,0.03508771929824561,0.04,0.0
0.4,0.03508771929824561,0.04,0.0
0.4,0.03508771929824561,0.04,0.0
0.4,0.03508771929824561,0.06,0.16666666666666666
0.4,0.03508771929824561,0.06,0.14285714285714285
0.4,0.03508771929824561,0.06,0.0
0.4,0.03508771929824561,0.06,0.4
0.4,0.03508771929824561,0.06,0.25
0.4,0.03508771929824561,0.08,0.16666666666666666
0.4,0.03508771929824561,0.08,0.0
0.4,0.03508771929824561,0.08,1.0
0.4,0.03508771929824561,0.08,0.3333333333333333
0.4,0.03508771929824561,0.08,0.5
0.4,0.03508771929824561,0.1,0.375
0.4,0.03508771929824561,0.1,0.0
0.4,0.03508771929824561,0.1,0.13333333333333333
0.4,0.03508771929824561,0.1,0.1111111111111111
0.4,0.03508771929824561,0.1,0.25
0.4,0.03508771929824561,0.12,0.06666666666666667
